"전남","9월",880,32,1378,857,34,1357,924,24,1525,869,24,1358,738,28,1169
"전남","10월",922,47,1526,984,26,1512,1087,31,1711,924,30,1477,823,23,1259
"전남","11월",920,41,1416,843,28,1319,1030,23,1699,799,16,1220,760,30,1161
"전남","12월",819,33,1291,804,31,1268,885,29,1490,778,32,1214,695,18,1013
"경북","전체",13896,425,20707,13966,409,20919,14648,354,21970,12673,354,18723,12100,334,17690
"경북","1월",955,30,1503,1023,24,1563,1017,30,1523,1030,29,1527,854,20,1283
"경북","2월",961,20,1439,961,29,1470,865,26,1370,858,23,1259,811,14,1220
"경북","3월",1138,36,1689,1097,25,1609,1121,30,1687,801,17,1168,968,27,1370
"경북","4월",1186,29,1770,1204,29,1839,1198,31,1808,959,21,1381,1047,22,1528
"경북","5월",1244,43,1822,1212,38,1819,1397,29,2113,1097,41,1636,1012,29,1509
"경북","6월",1166,41,1683,1169,27,1691,1269,32,1898,1181,33,1736,1057,20,1556
"경북","7월",1156,31,1797,1240,33,1868,1199,24,1784,1138,29,1704,1107,35,1650
"경북","8월",1213,32,1811,1236,41,1934,1302,24,1961,1140,40,1787,986,33,1467
"경북","9월",1295,43,1859,1223,39,1864,1239,28,1840,1086,26,1566,995,29,1447
"경북","10월",1258,38,1866,1282,61,1894,1367,30,2065,1226,41,1828,1168,36,1685
"경북","11월",1236,47,1852,1200,26,1724,1462,29,2107,1150,26,1696,1121,36,1607
"경북","12월",1088,35,1616,1119,37,1644,1212,41,1814,1007,28,1435,974,33,1368
"경남","전체",11742,337,16838,11493,333,16454,12830,293,18563,11739,280,16607,11059,257,15414
"경남","1월",910,30,1322,859,21,1230,868,20,1246,928,30,1321,831,28,1127
"경남","2월",791,27,1071,807,22,1132,816,15,1178,819,24,1147,798,17,1155
"경남","3월",1016,24,1486,952,28,1349,1069,21,1585,883,22,1260,868,18,1208
"경남","4월",1022,26,1460,958,25,1366,1139,27,1647,915,17,1292,990,17,1372
"경남","5월",1006,25,1465,968,23,1364,1184,25,1709,992,19,1396,962,24,1391
"경남","6월",977,24,1353,967,30,1408,1057,22,1539,1149,24,1605,920,23,1283
"경남","7월",979,31,1413,996,31,1416,1071,20,1579,987,17,1437,1001,18,1406
"경남","8월",985,29,1521,961,35,1399,1120,22,1749,1064,22,1605,867,17,1228
"경남","9월",1046,25,1475,970,30,1396,1128,27,1596,986,24,1370,898,19,1241
"경남","10월",1021,35,1516,1091,28,1564,1150,30,1604,1103,33,1550,1006,27,1403
